,RA,DEC,X,Y,F475W_COUNT,F475W_SKY,F475W_RATE,F475W_RATERR,F475W_VEGA,F475W_TRANS,F475W_ERR,F475W_CHI,F475W_SNR,F475W_SHARP,F475W_ROUND,F475W_CROWD,F475W_FLAG,F814W_COUNT,F814W_SKY,F814W_RATE,F814W_RATERR,F814W_VEGA,F814W_TRANS,F814W_ERR,F814W_CHI,F814W_SNR,F814W_SHARP,F814W_ROUND,F814W_CROWD,F814W_FLAG,F275W_COUNT,F275W_SKY,F275W_RATE,F275W_RATERR,F275W_VEGA,F275W_TRANS,F275W_ERR,F275W_CHI,F275W_SNR,F275W_SHARP,F275W_ROUND,F275W_CROWD,F275W_FLAG,F336W_COUNT,F336W_SKY,F336W_RATE,F336W_RATERR,F336W_VEGA,F336W_TRANS,F336W_ERR,F336W_CHI,F336W_SNR,F336W_SHARP,F336W_ROUND,F336W_CROWD,F336W_FLAG,F110W_COUNT,F110W_SKY,F110W_RATE,F110W_RATERR,F110W_VEGA,F110W_TRANS,F110W_ERR,F110W_CHI,F110W_SNR,F110W_SHARP,F110W_ROUND,F110W_CROWD,F110W_FLAG,F160W_COUNT,F160W_SKY,F160W_RATE,F160W_RATERR,F160W_VEGA,F160W_TRANS,F160W_ERR,F160W_CHI,F160W_SNR,F160W_SHARP,F160W_ROUND,F160W_CROWD,F160W_FLAG,index,F275W_ST_FLAG,F275W_GST_FLAG,F336W_ST_FLAG,F336W_GST_FLAG,F475W_ST_FLAG,F475W_GST_FLAG,F814W_ST_FLAG,F814W_GST_FLAG,F110W_ST_FLAG,F110W_GST_FLAG,F160W_ST_FLAG,F160W_GST_FLAG,n_detected,DENSITY
0,23.438228143780975,30.738677368563167,10123.4,6703.08,7140000.0,8068.9,8.15e-09,1.52e-11,20.222,20.730999999999998,0.002,1.45,537.2,0.019,-0.016,0.008,0,21800000.0,13872.12,4.9699999999999995e-08,5.65e-11,18.259,18.265,0.001,0.88,880.2,0.008,0.003,0.002,0,470.6,103.31,3.25e-11,2.6100000000000002e-11,26.219,,0.873,1.48,1.2,0.048,3.013,0.355,0,43321.2,351.89,9.48e-10,2.9399999999999997e-11,22.558000000000003,,0.034,1.71,32.2,0.01,0.207,0.040999999999999995,2,13600000.0,20886.88,8.48e-08,1.0200000000000001e-10,17.679000000000002,,0.001,1.28,832.8,0.045,0.0,0.031,0,15600000.0,23675.7,1.5e-07,1.34e-10,17.062,,0.001,0.76,1118.1,0.01,0.011000000000000001,0.032,0,408104,0,0,1,1,1,1,1,1,1,1,1,1,5,0.25988988102770194
1,23.457088744922853,30.73219299503519,8376.17,6337.88,184475.7,4706.89,2.11e-10,7.01e-12,24.188000000000002,24.842,0.036000000000000004,4.19,30.2,-0.423,0.332,0.005,0,6070000.0,9089.62,1.38e-08,2.8e-11,19.651,19.75,0.002,1.73,492.2,-0.076,0.043,0.002,0,-384.8,39.42,-2.5999999999999997e-11,1.43e-11,,,9.999,1.22,-1.8,-0.8809999999999999,0.258,0.005,0,512.1,124.23,1.13e-11,5.66e-12,27.365,,0.542,1.26,2.0,-0.562,-0.02,0.002,0,10400000.0,20692.96,6.55e-08,6.15e-11,17.96,,0.001,1.19,1064.8,-0.022000000000000002,0.005,0.011000000000000001,0,18000000.0,25254.78,1.73e-07,1.36e-10,16.902,,0.001,1.19,1276.5,-0.013999999999999999,0.006,0.016,0,408108,0,0,0,0,1,1,1,1,1,1,1,1,4,0.25885214724856004
2,23.459103497361486,30.739712790155487,8335.32,7125.71,557811.1,3923.76,6.38e-10,3.3799999999999997e-12,22.987,23.673000000000002,0.006,1.27,188.9,0.015,0.026000000000000002,0.002,0,10300000.0,9117.61,2.3500000000000002e-08,2.1800000000000002e-11,19.074,19.145,0.001,0.92,1075.5,0.008,-0.003,0.001,0,-298.3,4.94,-2.0000000000000002e-11,3.24e-11,,,9.999,1.37,-0.6,2.2,-0.009000000000000001,0.045,2,405.2,97.63,8.84e-12,1.07e-11,27.634,,1.3130000000000002,1.58,0.8,-0.027000000000000003,-0.146,0.0,0,13200000.0,22429.32,8.220000000000001e-08,1.06e-10,17.713,,0.001,1.38,772.3,0.022000000000000002,0.021,0.028999999999999998,0,23300000.0,25003.24,2.23e-07,1.66e-10,16.63,,0.001,0.79,1344.2,0.017,-0.006,0.037000000000000005,0,408110,0,0,0,0,1,1,1,1,1,1,1,1,4,0.22297908088151103
3,23.447459171335197,30.7395441927046,9339.96,6931.1,5990000.0,5968.37,6.84e-09,1.3800000000000002e-11,20.413,20.930999999999997,0.002,1.75,496.4,-0.018000000000000002,0.003,0.001,2,19000000.0,12175.95,4.32e-08,4.06e-11,18.410999999999998,18.417,0.001,1.02,1064.3,-0.012,0.001,0.0,2,604.5,36.91,4.11e-11,3.18e-11,25.965999999999998,,0.841,2.04,1.3,-1.6269999999999998,0.535,0.003,2,38768.3,204.78,8.450000000000001e-10,4.35e-11,22.682,,0.055999999999999994,2.47,19.4,-0.289,0.252,0.001,2,11300000.0,20886.59,7.019999999999999e-08,1.36e-10,17.884,,0.002,1.9,514.8,-0.045,0.011000000000000001,0.039,0,13800000.0,24174.26,1.32e-07,1.35e-10,17.197,,0.001,1.01,981.9,-0.011000000000000001,0.003,0.022000000000000002,0,408111,0,0,1,1,1,1,1,1,1,1,1,1,5,0.24893291248554422
4,23.45568490637659,30.7325338862988,8503.71,6350.78,16170.8,4210.98,1.84e-11,1.65e-12,26.837,27.295,0.09699999999999999,1.35,11.2,0.026000000000000002,0.099,0.084,3,2230000.0,7253.41,5.07e-09,1.3800000000000002e-11,20.737,20.912,0.003,1.12,367.6,-0.022000000000000002,-0.005,0.006,3,-347.6,22.74,-2.3999999999999998e-11,1.73e-11,,,9.999,1.25,-1.4,-3.7889999999999997,9.999,0.015,0,-120.4,116.7,-2.7000000000000002e-12,5.5e-12,,,9.999,1.26,-0.5,0.812,-3.13,0.011000000000000001,0,6030000.0,21188.18,3.76e-08,7.31e-11,18.563,,0.002,1.93,514.3,-0.027000000000000003,-0.013999999999999999,0.025,0,11100000.0,24281.61,1.06e-07,9.119999999999999e-11,17.434,,0.001,1.04,1164.8,0.0,0.01,0.024,0,408114,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2559222423228674
5,23.442622185814177,30.739947227020263,9765.68,6897.92,396591.0,4825.79,4.5400000000000003e-10,7.55e-12,23.358,24.041,0.018000000000000002,3.23,60.1,-0.045,0.134,0.05,2,7930000.0,9183.6,1.8e-08,2.5e-11,19.36,19.435,0.002,1.33,721.7,0.002,0.018000000000000002,0.012,0,1759.5,25.86,1.19e-10,3.94e-11,24.808000000000003,,0.358,2.43,3.0,-0.521,0.22699999999999998,0.016,0,4510.0,181.98,9.84e-11,2.62e-11,25.018,,0.29,3.52,3.7,-0.546,0.316,0.025,0,11100000.0,19636.15,6.92e-08,9e-11,17.9,,0.001,1.25,768.7,-0.009000000000000001,0.001,0.069,0,19200000.0,23108.38,1.8399999999999998e-07,1.6199999999999998e-10,16.838,,0.001,1.05,1137.3,0.006999999999999999,0.005,0.048,0,408139,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2559913232611631
6,23.4424960702717,30.73668419471288,9718.71,6567.47,19600000.0,7593.45,2.23e-08,1.96e-11,19.128,19.082,0.001,1.42,1141.2,0.018000000000000002,0.002,0.0,0,9220000.0,8801.74,2.1e-08,2.0699999999999997e-11,19.197,19.184,0.001,0.9,1010.4,0.01,0.016,0.002,2,1750000.0,372.96,1.2e-07,3.75e-10,17.304000000000002,,0.003,1.59,319.1,-0.018000000000000002,0.011000000000000001,0.0,0,3980000.0,881.51,8.72e-08,1.67e-10,17.649,,0.002,1.46,523.5,-0.006,0.015,0.0,0,2820000.0,19418.69,1.75e-08,7.88e-11,19.39,,0.005,2.13,222.5,-0.052000000000000005,-0.065,0.039,0,1900000.0,21211.93,1.81e-08,6.100000000000001e-11,19.352999999999998,,0.004,1.15,297.7,-0.026000000000000002,-0.032,0.084,0,408148,1,1,1,1,1,1,1,1,1,1,1,1,6,0.27101415696101633
7,23.45288667238455,30.733374498127947,8760.79,6392.72,77085.9,4312.95,8.78e-11,2.2e-12,25.141,25.776999999999997,0.027000000000000003,1.7,39.8,-0.20600000000000002,0.20800000000000002,0.021,2,3120000.0,7418.44,7.0799999999999995e-09,1.26e-11,20.375,20.484,0.002,0.91,563.2,-0.023,0.009000000000000001,0.01,2,115.7,21.91,7.960000000000001e-12,1.4699999999999998e-11,27.748,,2.0069999999999997,1.36,0.5,0.258,2.157,0.003,0,-395.8,123.43,-8.7e-12,4.74e-12,,,9.999,1.27,-1.8,0.5,-1.035,0.016,2,6180000.0,20808.52,3.86e-08,4.51e-11,18.534000000000002,,0.001,1.18,855.6,-0.008,-0.008,0.05,0,11000000.0,23619.96,1.06e-07,8.590000000000001e-11,17.438,,0.001,0.89,1232.5,0.006999999999999999,-0.002,0.057999999999999996,0,408152,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2552968533340735
8,23.45301525472818,30.735538469232164,8788.07,6612.55,196679.5,4175.12,2.25e-10,2.39e-12,24.121,24.785999999999998,0.012,1.38,94.0,-0.086,0.19699999999999998,0.027000000000000003,0,5650000.0,8824.67,1.29e-08,1.81e-11,19.725,19.817999999999998,0.002,1.07,712.1,-0.019,0.026000000000000002,0.002,0,-221.9,22.13,-1.5e-11,1.43e-11,,,9.999,1.35,-1.1,-3.214,0.474,0.273,2,-280.8,114.07,-6.2e-12,4.7899999999999996e-12,,,9.999,1.27,-1.3,0.991,0.76,0.287,0,8830000.0,22837.47,5.49e-08,1.06e-10,18.151,,0.002,1.67,517.4,0.013000000000000001,0.008,0.023,0,16600000.0,24012.76,1.59e-07,1.5800000000000002e-10,16.999000000000002,,0.001,1.11,1005.0,-0.006,-0.019,0.026000000000000002,0,408156,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2469514531866891
9,23.45644681858384,30.732189470480748,8431.66,6327.73,182492.0,4306.67,2.0799999999999998e-10,2.5699999999999998e-12,24.204,24.878,0.013000000000000001,1.5,80.9,-0.114,0.124,0.043,2,4470000.0,8001.71,1.01e-08,1.5e-11,19.985,20.07,0.002,0.91,674.4,-0.003,0.019,0.012,3,-520.3,31.24,-3.5e-11,1.8800000000000002e-11,,,9.999,1.36,-1.9,0.604,1.431,0.015,0,8.6,130.8,1.95e-13,6.1600000000000004e-12,31.774,,9.999,1.27,0.0,0.767,-1.051,0.005,2,5910000.0,22248.5,3.68e-08,6.27e-11,18.584,,0.002,1.47,587.9,0.005,0.016,0.06,0,10600000.0,26068.65,1.0199999999999999e-07,8.11e-11,17.477,,0.001,0.98,1258.9,0.028999999999999998,-0.001,0.044000000000000004,2,408157,0,0,0,0,1,1,1,1,1,1,1,1,4,0.25804547356583973
10,23.45877009239091,30.737212442513368,8319.78,6868.89,7872.4,3842.73,8.980000000000001e-12,2.4900000000000005e-12,27.616999999999997,28.084,0.301,2.32,3.6,-1.88,0.48700000000000004,0.113,0,1030000.0,6984.63,2.35e-09,9.880000000000002e-12,21.573,21.745,0.005,1.08,237.7,-0.057999999999999996,0.096,0.009000000000000001,0,-472.7,40.37,-3.3e-11,2.1e-11,,,9.999,1.49,-1.5,0.0,0.0,0.0,0,114.2,114.43,2.5099999999999996e-12,5.43e-12,29.002,,2.352,1.1,0.5,1.8719999999999999,3.623,0.02,2,4870000.0,22383.38,3.03e-08,9.559999999999999e-11,18.796,,0.003,2.01,317.0,-0.015,-0.025,0.017,0,10600000.0,23429.6,1.0099999999999999e-07,1.1599999999999999e-10,17.489,,0.001,1.03,868.7,-0.013999999999999999,-0.025,0.016,0,408170,0,0,0,0,0,0,1,1,1,1,1,1,3,0.23080673392925577
11,23.438167646837414,30.739418534018334,10141.78,6776.78,15200000.0,7027.54,1.74e-08,2.32e-11,19.399,19.39,0.001,1.5,750.9,0.028999999999999998,0.006999999999999999,0.001,2,8110000.0,7940.32,1.84e-08,2.48e-11,19.338,19.328,0.001,0.98,743.2,0.011000000000000001,-0.01,0.011000000000000001,0,1090000.0,247.23,7.43e-08,5.29e-10,17.823,,0.008,1.66,140.3,-0.03,0.028999999999999998,0.0,0,2720000.0,753.05,5.92e-08,2.51e-10,18.069000000000003,,0.005,1.57,236.3,0.036000000000000004,0.015,0.0,0,2780000.0,18807.66,1.73e-08,5.0600000000000005e-11,19.404,,0.003,1.32,342.2,0.024,0.009000000000000001,0.124,0,2010000.0,20703.36,1.93e-08,7.83e-11,19.288,,0.004,1.29,246.1,-0.03,0.025,0.249,0,408175,1,1,1,1,1,1,1,1,1,1,1,1,6,0.25385670231671276
12,23.447485167346446,30.734417826315937,9246.75,6415.37,21601.0,5048.87,2.47e-11,1.4400000000000001e-12,26.52,27.076999999999998,0.063,1.45,17.1,-0.145,0.7609999999999999,0.606,2,1660000.0,7528.9,3.78e-09,9.64e-12,21.055999999999997,21.199,0.003,1.01,392.2,-0.013000000000000001,0.135,0.13,2,-558.9,21.38,-3.8e-11,1.53e-11,,,9.999,1.35,-2.5,0.0,0.0,0.0,0,-264.5,175.2,-5.8e-12,5.370000000000001e-12,,,9.999,1.18,-1.1,0.34,0.15,0.055999999999999994,0,5510000.0,20209.93,3.44e-08,6.56e-11,18.658,,0.002,1.72,524.6,-0.016,0.021,0.19,0,9980000.0,24082.95,9.58e-08,8.89e-11,17.546,,0.001,0.99,1077.3,0.018000000000000002,0.004,0.182,0,408179,0,0,0,0,1,1,1,1,1,1,1,1,4,0.26800458690727574
13,23.442637932967184,30.734899825467966,9674.78,6389.98,15909.7,4106.46,1.82e-11,2.2e-12,26.851,27.381,0.132,1.78,8.3,-0.737,0.667,0.062,0,1460000.0,6963.71,3.3100000000000004e-09,1.73e-11,21.2,21.351999999999997,0.006,1.69,191.5,-0.065,0.068,0.008,0,-50.0,21.8,-3.3e-12,1.84e-11,,,9.999,1.42,-0.2,-0.6659999999999999,3.18,0.003,2,-787.7,144.3,-1.7e-11,6.36e-12,,,9.999,1.45,-2.7,0.0,0.0,0.0,2,3720000.0,20346.2,2.32e-08,3.6e-11,19.085,,0.002,1.17,644.6,-0.026000000000000002,-0.001,0.028999999999999998,0,7680000.0,24249.46,7.37e-08,6.990000000000001e-11,17.831,,0.001,0.87,1054.2,-0.013999999999999999,0.011000000000000001,0.035,0,408189,0,0,0,0,0,0,1,1,1,1,1,1,3,0.27766163191375376
14,23.450227320321726,30.733182880197138,8987.53,6332.86,25839.0,4603.19,2.95e-11,2.4300000000000003e-12,26.325,26.831999999999997,0.08900000000000001,2.13,12.1,-0.057,0.893,1.2429999999999999,0,2710000.0,7931.83,6.16e-09,1.16e-11,20.526,20.685,0.002,1.09,532.0,0.003,0.015,0.099,0,-352.7,40.05,-2.3999999999999998e-11,1.23e-11,,,9.999,1.17,-2.0,0.175,-1.432,0.005,2,-173.1,170.18,-3.8e-12,5.35e-12,,,9.999,1.31,-0.7,-0.105,-1.494,0.624,0,5240000.0,24362.21,3.27e-08,4.25e-11,18.714000000000002,,0.001,1.02,769.7,-0.003,0.04,0.094,0,9300000.0,26434.55,8.92e-08,8.39e-11,17.624000000000002,,0.001,0.94,1063.5,0.027999999999999997,-0.001,0.075,0,408191,0,0,0,0,1,1,1,1,1,1,1,1,4,0.26361875628257636
15,23.444755335195453,30.73372118278522,9470.63,6303.6,33336.1,5166.43,3.8e-11,1.66e-12,26.05,26.635,0.047,1.46,22.9,0.013000000000000001,0.603,0.005,0,2090000.0,8407.92,4.74e-09,1.0300000000000001e-11,20.81,20.941,0.002,0.94,458.5,-0.002,0.0,0.001,0,-393.2,36.89,-2.7e-11,1.46e-11,,,9.999,1.21,-1.8,-0.083,-0.196,0.001,0,-165.9,157.58,-3.6000000000000004e-12,5.92e-12,,,9.999,1.22,-0.6,0.505,0.28,0.0,2,4540000.0,20978.89,2.84e-08,4.8399999999999996e-11,18.868,,0.002,1.49,586.9,-0.034,0.017,0.01,0,8960000.0,24537.35,8.6e-08,7.859999999999999e-11,17.664,,0.001,0.94,1094.5,0.001,-0.013000000000000001,0.006,1,408198,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2776620534047894
16,23.45810754566279,30.73943266685173,8416.53,7082.31,10260.6,3604.08,1.18e-11,1.36e-12,27.325,27.721999999999998,0.126,1.42,8.6,-0.242,0.419,0.045,2,1940000.0,6855.78,4.41e-09,9.61e-12,20.888,21.08,0.002,0.92,459.5,-0.017,-0.008,0.002,0,294.5,9.62,2.01e-11,3.45e-11,26.743000000000002,,1.864,1.52,0.6,-0.155,1.011,0.001,0,-324.2,97.49,-7.099999999999999e-12,7.47e-12,,,9.999,0.96,-0.9,0.0,0.0,0.0,0,5260000.0,21411.21,3.27e-08,6.980000000000001e-11,18.713,,0.002,1.42,468.5,-0.051,0.033,0.015,0,10700000.0,22351.74,1.0199999999999999e-07,1.15e-10,17.48,,0.001,0.92,885.8,0.001,0.02,0.017,0,408203,0,0,0,0,1,1,1,1,1,1,1,1,4,0.22468435379086454
17,23.45099356050686,30.739598160331152,9035.07,6990.44,18060.5,4552.34,2.0600000000000002e-11,2.4300000000000003e-12,26.713,27.21,0.128,2.36,8.5,-1.026,0.529,0.008,2,2010000.0,7589.32,4.5799999999999995e-09,1.1e-11,20.848000000000003,21.011,0.003,1.06,417.1,-0.024,-0.061,0.001,0,-22.0,25.73,-1.4999999999999999e-12,1.6699999999999998e-11,,,9.999,1.15,-0.1,-0.07,0.818,0.0,0,-487.0,173.69,-1.1e-11,7e-12,,,9.999,1.22,-1.5,-3.3760000000000003,0.222,0.003,0,4700000.0,22456.17,2.92e-08,1.6099999999999999e-10,18.835,,0.006,3.45,181.4,-0.035,0.004,0.006999999999999999,0,8870000.0,23366.63,8.48e-08,1.8300000000000001e-10,17.68,,0.002,2.12,463.3,-0.051,-0.015,0.01,3,408205,0,0,0,0,0,0,1,1,1,1,1,1,3,0.23814500960607893
18,23.438166385889474,30.739222364563158,10138.41,6757.01,1240000.0,4819.14,1.4099999999999999e-09,7.0300000000000005e-12,22.125999999999998,22.76,0.005,1.55,201.0,0.008,0.028999999999999998,0.013999999999999999,2,7430000.0,8185.61,1.69e-08,2.29e-11,19.433,19.46,0.001,0.91,736.2,0.003,0.004,0.005,0,589.7,64.47,4.03e-11,2.92e-11,25.987,,0.7859999999999999,1.22,1.4,-0.017,0.129,0.044000000000000004,0,3858.5,252.98,8.42e-11,1.2900000000000002e-11,25.186,,0.166,1.19,6.5,0.136,0.152,0.015,0,6510000.0,19637.45,4.05e-08,7.570000000000001e-11,18.480999999999998,,0.002,1.26,535.7,0.034,0.013000000000000001,0.043,0,9290000.0,22948.49,8.890000000000001e-08,1.15e-10,17.628,,0.001,0.75,773.9,0.004,0.005,0.040999999999999995,2,408208,0,0,1,1,1,1,1,1,1,1,1,1,5,0.2554336845342855
19,23.459807747424634,30.736420768775094,8215.93,6805.02,3841.5,3752.67,4.4e-12,1.46e-12,28.392,28.741999999999997,0.36,1.35,3.0,-0.209,0.9229999999999999,0.11900000000000001,2,910802.2,6606.13,2.07e-09,9.19e-12,21.71,21.915,0.005,1.03,225.2,-0.012,0.035,0.008,0,-343.1,21.6,-2.2999999999999998e-11,1.7699999999999998e-11,,,9.999,1.2,-1.3,0.0,0.0,0.0,0,-205.8,97.42,-4.6e-12,7.16e-12,,,9.999,1.22,-0.6,-0.003,0.431,0.002,0,3980000.0,22034.51,2.48e-08,4.35e-11,19.016,,0.002,0.88,569.7,-0.012,-0.013000000000000001,0.033,0,8710000.0,22760.87,8.32e-08,1.0699999999999999e-10,17.7,,0.001,0.86,781.2,0.009000000000000001,-0.006,0.033,0,408217,0,0,0,0,0,0,1,1,1,1,1,1,3,0.23403236833393457
20,23.4379406543282,30.738898483544943,10152.2,6720.96,28417.0,5843.28,3.25e-11,3.96e-12,26.221999999999998,26.799,0.132,1.99,8.2,0.28600000000000003,0.853,1.8159999999999998,0,1890000.0,7949.71,4.29e-09,1.3800000000000002e-11,20.918000000000003,21.053,0.004,1.06,310.1,0.01,0.006999999999999999,0.19,0,-252.7,132.85,-1.7e-11,1.93e-11,,,9.999,1.03,-0.9,0.0,0.0,0.0,0,-357.6,316.58,-8.2e-12,1.3599999999999999e-11,,,9.999,1.77,-0.6,-1.065,-0.349,1.5019999999999998,0,4440000.0,18912.51,2.77e-08,8.17e-11,18.896,,0.003,1.6,338.4,-0.012,0.022000000000000002,0.27899999999999997,0,8650000.0,22549.31,8.269999999999999e-08,1.06e-10,17.706,,0.001,0.81,777.7,-0.001,0.002,0.152,0,408236,0,0,0,0,1,1,1,1,1,1,1,1,4,0.25756022050725763
21,23.440854960966146,30.73877922451514,9897.89,6753.38,347656.2,4163.09,3.9600000000000003e-10,2.8700000000000005e-12,23.505,24.191999999999997,0.008,1.29,138.0,0.031,0.039,0.021,2,5460000.0,7533.46,1.24e-08,1.57e-11,19.766,19.831,0.001,0.93,792.2,0.001,-0.001,0.003,2,-546.4,38.99,-3.7e-11,1.9100000000000004e-11,,,9.999,1.31,-1.9,0.156,-1.6680000000000001,0.07400000000000001,0,609.7,134.36,1.33e-11,5.44e-12,27.189,,0.444,1.05,2.4,-0.29600000000000004,0.8420000000000001,0.165,2,6480000.0,19443.23,4.04e-08,6.27e-11,18.485,,0.002,1.15,643.9,0.002,-0.02,0.033,0,10800000.0,23024.53,1.0300000000000001e-07,1.12e-10,17.468,,0.001,0.69,920.3,-0.002,0.005,0.03,0,408238,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2619163542532564
22,23.45704292954376,30.737040559132293,8466.19,6825.23,99245.1,3893.26,1.13e-10,1.9900000000000002e-12,24.866999999999997,25.514,0.019,1.42,56.7,-0.07400000000000001,0.155,0.008,2,3520000.0,7324.26,8e-09,1.2699999999999999e-11,20.242,20.344,0.002,1.01,627.9,-0.02,0.012,0.002,3,-368.6,46.09,-2.5e-11,2.1e-11,,,9.999,1.4,-1.2,-0.764,0.43799999999999994,0.001,0,643.2,105.87,1.4199999999999998e-11,6.9800000000000006e-12,27.123,,0.536,1.32,2.0,0.115,-0.221,0.002,0,6380000.0,22815.14,3.9700000000000005e-08,5.4399999999999994e-11,18.503,,0.001,0.96,730.1,-0.023,-0.009000000000000001,0.034,0,11100000.0,24167.06,1.06e-07,1.19e-10,17.439,,0.001,0.83,891.8,0.01,0.008,0.040999999999999995,0,408254,0,0,0,0,1,1,1,1,1,1,1,1,4,0.23348932231944283
23,23.449281322801212,30.736057615250193,9120.41,6607.86,14097.4,4117.53,1.61e-11,1.3500000000000001e-12,26.984,27.52,0.091,1.36,11.9,-0.494,0.302,0.147,3,1240000.0,6986.82,2.8199999999999998e-09,9.66e-12,21.373,21.523000000000003,0.004,0.92,292.1,-0.037000000000000005,0.013000000000000001,0.016,0,-361.8,32.17,-2.5e-11,1.24e-11,,,9.999,1.22,-2.0,-1.217,-0.309,0.013999999999999999,0,-544.3,126.82,-1.1999999999999999e-11,4.96e-12,,,9.999,1.31,-2.4,-0.315,0.6459999999999999,0.031,2,3340000.0,22993.85,2.08e-08,4.6700000000000004e-11,19.206,,0.002,1.61,445.1,-0.034,0.002,0.063,0,6770000.0,24702.57,6.47e-08,8.080000000000001e-11,17.973,,0.001,1.17,800.7,0.012,-0.008,0.07200000000000001,0,408263,0,0,0,0,0,0,1,1,1,1,1,1,3,0.2561722338415497
24,23.442628181054086,30.73406698847866,9660.85,6305.98,151297.7,3862.46,1.73e-10,3.6099999999999998e-12,24.406,25.090999999999998,0.023,1.85,47.8,0.006999999999999999,0.228,0.001,0,2810000.0,7452.05,6.37e-09,1.5499999999999998e-11,20.49,20.561999999999998,0.003,0.95,409.9,-0.006999999999999999,0.027999999999999997,0.0,2,115.6,12.78,7.92e-12,1.57e-11,27.753,,2.15,1.27,0.5,0.067,0.003,0.0,0,-588.9,129.41,-1.2999999999999999e-11,5.769999999999999e-12,,,9.999,1.32,-2.2,-0.929,0.833,0.001,0,3770000.0,22493.9,2.3500000000000002e-08,4.49e-11,19.07,,0.002,1.44,524.1,-0.006,0.039,0.012,0,6440000.0,26814.85,6.18e-08,6.509999999999999e-11,18.023,,0.001,0.94,948.7,-0.019,-0.008,0.006999999999999999,2,408269,0,0,0,0,1,1,1,1,1,1,1,1,4,0.280915084683051
25,23.453408821670408,30.73662633224725,8773.32,6728.08,556241.0,4113.27,6.35e-10,3.2900000000000003e-12,22.993000000000002,23.675,0.006,1.41,193.3,0.002,0.132,0.003,2,6130000.0,8351.96,1.3899999999999999e-08,1.4699999999999998e-11,19.639,19.689,0.001,0.92,945.8,0.003,0.023,0.003,2,-140.0,17.71,-9.400000000000001e-12,1.58e-11,,,9.999,1.36,-0.6,0.223,0.272,0.001,0,306.2,126.2,6.77e-12,5.67e-12,27.923000000000002,,0.909,1.2,1.2,-0.068,-0.242,0.008,0,6510000.0,23303.63,4.05e-08,7.54e-11,18.482,,0.002,1.31,536.9,-0.063,-0.012,0.048,0,10900000.0,24746.78,1.05e-07,1.28e-10,17.451,,0.001,1.07,814.3,-0.006999999999999999,-0.004,0.059000000000000004,0,408270,0,0,0,0,1,1,1,1,1,1,1,1,4,0.24207278163603407
26,23.438665105009136,30.739234061458227,10095.46,6765.79,340850.0,4689.97,3.9100000000000005e-10,9.56e-12,23.52,24.203000000000003,0.027000000000000003,3.65,40.9,-0.142,0.207,0.015,0,3890000.0,7261.92,8.83e-09,1.6600000000000003e-11,20.135,20.186,0.002,0.91,532.4,-0.006,0.019,0.005,0,-391.1,49.94,-2.7e-11,3.4100000000000004e-11,,,9.999,1.29,-0.8,0.0,0.0,0.0,0,1634.8,237.26,3.55e-11,2.77e-11,26.124000000000002,,0.846,2.26,1.3,-1.7280000000000002,0.20600000000000002,0.028999999999999998,0,5010000.0,19052.89,3.12e-08,4.9100000000000004e-11,18.764,,0.002,1.02,636.0,-0.028999999999999998,0.001,0.034,0,8020000.0,22141.19,7.68e-08,9.78e-11,17.787,,0.001,0.61,785.1,0.001,0.005,0.036000000000000004,0,408271,0,0,0,0,1,1,1,1,1,1,1,1,4,0.2563866662036147
27,23.457391027373728,30.73681428122464,8432.05,6807.76,6086.5,4158.2,6.95e-12,2.06e-12,27.895,28.209,0.322,1.84,3.4,-0.6809999999999999,0.782,0.11699999999999999,0,1700000.0,7114.19,3.86e-09,1.02e-11,21.035,21.25,0.003,1.18,378.8,-0.037000000000000005,0.054000000000000006,0.009000000000000001,3,-24.2,21.22,-1.4999999999999999e-12,2.1100000000000003e-11,,,9.999,1.4,-0.1,-0.7020000000000001,-2.229,0.006,2,-874.1,112.9,-1.9e-11,7.45e-12,,,9.999,1.52,-2.6,0.0,0.0,0.0,0,4850000.0,22234.0,3.02e-08,8.17e-11,18.8,,0.003,1.7,369.5,-0.042,0.003,0.040999999999999995,0,9050000.0,23475.14,8.64e-08,1.0699999999999999e-10,17.658,,0.001,0.97,804.5,0.006999999999999999,0.006999999999999999,0.055999999999999994,0,408272,0,0,0,0,0,0,1,1,1,1,1,1,3,0.2339625236691623
